caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1375,9.167,9.253,0.153,0.154,0.559,0.649,0.085,0.216,0.847,0.606,0.240,0.000,0.275,0.631,0.052,0.255,0.195,0.847,0.520,0.355,0.000,0.000,0.000,0.153,0.000,0.000,0.085,0.051,0.000,0.545,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5001,33.340,60.000,0.556,1.000,0.505,0.480,0.281,0.102,0.444,0.000,0.000,0.500,0.445,0.300,0.410,0.630,0.255,0.801,0.826,0.614,0.000,0.000,0.000,0.199,0.000,0.000,0.179,0.479,0.000,0.374,0.000,0.000,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1259,8.393,8.440,0.140,0.141,0.561,0.720,0.079,0.255,0.860,0.859,0.000,0.000,0.258,0.620,0.043,0.245,0.122,0.789,0.749,0.199,0.000,0.000,0.000,0.211,0.000,0.000,0.053,0.021,0.000,0.598,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3281,21.873,54.500,0.365,0.908,0.540,0.592,0.197,0.147,0.635,0.091,0.000,0.000,0.314,0.248,0.198,0.443,0.188,0.793,0.891,0.356,0.000,0.000,0.000,0.207,0.000,0.000,0.107,0.196,0.000,0.507,0.000,0.000,0.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3782,25.213,60.000,0.420,1.000,0.532,0.599,0.224,0.119,0.580,0.000,0.000,0.000,0.420,0.110,0.271,0.548,0.173,0.810,0.967,0.299,0.000,0.000,0.000,0.190,0.000,0.000,0.109,0.255,0.000,0.512,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6371,42.473,50.360,0.708,0.839,0.521,0.473,0.369,0.085,0.292,0.161,0.000,0.000,0.480,0.141,0.630,0.773,0.253,0.793,0.891,0.592,0.000,0.000,0.000,0.207,0.000,0.000,0.181,0.616,0.000,0.375,0.000,0.000,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,bicameral-majority,Bicameral simple majority,9000,60.000,910,6.067,60.000,0.101,1.000,0.607,0.683,0.061,0.279,0.899,0.000,0.000,0.000,0.000,0.722,0.030,0.216,0.194,0.809,0.368,0.354,0.000,0.000,0.000,0.191,0.000,0.000,0.067,0.028,0.000,0.608,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,538,3.587,60.000,0.060,1.000,0.613,0.700,0.037,0.299,0.940,0.000,0.000,0.000,0.000,0.826,0.016,0.202,0.201,0.798,0.220,0.361,0.000,0.000,0.000,0.202,0.000,0.000,0.055,0.010,0.000,0.634,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,340,2
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,simple-majority,Unicameral simple majority,9000,60.000,2600,17.333,60.000,0.289,1.000,0.598,0.638,0.173,0.224,0.711,0.000,0.000,0.000,0.000,0.392,0.119,0.340,0.212,0.828,0.731,0.399,0.000,0.000,0.000,0.172,0.000,0.000,0.086,0.135,0.000,0.560,0.000,0.000,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,3314,22.093,60.000,0.368,1.000,0.589,0.605,0.217,0.201,0.632,0.000,0.000,0.000,0.000,0.322,0.172,0.417,0.230,0.827,0.785,0.467,0.000,0.000,0.000,0.173,0.826,0.162,0.088,0.530,0.157,0.537,0.000,0.000,0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,supermajority-60,Unicameral 60 percent passage,9000,60.000,925,6.167,60.000,0.103,1.000,0.662,0.721,0.068,0.340,0.897,0.000,0.000,0.000,0.000,0.712,0.023,0.170,0.193,0.827,0.310,0.334,0.000,0.000,0.000,0.173,0.000,0.000,0.050,0.032,0.000,0.663,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass,Default pass unless 2/3 block,9000,60.000,7581,50.540,60.000,0.842,1.000,0.532,0.498,0.448,0.106,0.158,0.000,0.000,0.000,0.453,0.018,0.682,0.673,0.254,0.807,0.996,0.581,0.000,0.000,0.000,0.193,0.000,0.000,0.167,0.777,0.000,0.395,0.000,0.000,0.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8180,54.533,60.000,0.909,1.000,0.522,0.492,0.474,0.135,0.091,0.000,0.000,0.000,0.447,0.009,0.519,0.522,0.256,0.820,0.997,0.607,0.000,0.000,0.000,0.180,0.832,0.167,0.131,0.971,0.156,0.406,0.000,0.000,0.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6943,46.287,60.000,0.771,1.000,0.534,0.508,0.412,0.113,0.229,0.000,0.000,0.000,0.445,0.071,0.598,0.641,0.240,0.809,0.994,0.531,0.000,0.000,0.000,0.191,0.000,0.000,0.143,0.278,0.000,0.410,0.000,0.000,0.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7606,50.707,60.000,0.845,1.000,0.532,0.491,0.450,0.105,0.155,0.000,0.000,0.000,0.449,0.019,0.685,0.675,0.254,0.807,0.994,0.598,0.000,0.000,0.000,0.193,0.000,0.000,0.121,0.958,0.147,0.414,0.000,0.000,0.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6863,45.753,53.600,0.763,0.893,0.536,0.512,0.409,0.115,0.237,0.107,0.000,0.000,0.433,0.022,0.587,0.636,0.239,0.811,0.993,0.524,0.000,0.000,0.000,0.189,0.000,0.000,0.119,0.955,0.157,0.433,0.000,0.000,0.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7605,50.700,60.000,0.845,1.000,0.531,0.497,0.449,0.105,0.155,0.000,0.000,0.000,0.451,0.020,0.684,0.673,0.256,0.807,0.996,0.584,0.101,0.649,2.136,0.193,0.000,0.000,0.168,0.783,0.000,0.393,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,4.145,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8202,54.680,60.000,0.911,1.000,0.520,0.491,0.474,0.133,0.089,0.000,0.000,0.000,0.457,0.009,0.520,0.523,0.259,0.821,0.997,0.613,0.101,0.649,2.325,0.179,0.835,0.167,0.131,0.975,0.156,0.404,0.000,0.000,0.520,0.000,0.000,0.000,0.000,0.000,4.412,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6859,45.727,57.647,0.762,0.961,0.536,0.517,0.409,0.112,0.238,0.039,0.000,0.000,0.449,0.024,0.612,0.666,0.176,0.817,0.964,0.432,0.000,0.000,0.000,0.183,0.000,0.000,0.152,0.599,0.000,0.411,0.000,0.000,0.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2137,14.247,14.307,0.237,0.238,0.591,0.655,0.140,0.241,0.763,0.539,0.222,0.000,0.186,0.474,0.079,0.254,0.205,0.865,0.647,0.370,0.000,0.000,0.000,0.135,0.000,0.000,0.084,0.110,0.000,0.556,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5310,35.400,60.000,0.590,1.000,0.531,0.522,0.313,0.134,0.410,0.000,0.000,0.499,0.365,0.227,0.386,0.533,0.238,0.821,0.883,0.526,0.000,0.000,0.000,0.179,0.000,0.000,0.152,0.471,0.000,0.418,0.000,0.000,0.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2329,15.527,15.580,0.259,0.260,0.586,0.677,0.152,0.260,0.741,0.740,0.000,0.000,0.183,0.453,0.082,0.248,0.156,0.832,0.873,0.260,0.000,0.000,0.000,0.168,0.000,0.000,0.070,0.066,0.000,0.566,0.000,0.000,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4058,27.053,55.687,0.451,0.928,0.567,0.605,0.256,0.170,0.549,0.072,0.000,0.000,0.235,0.161,0.228,0.406,0.194,0.821,0.939,0.361,0.000,0.000,0.000,0.179,0.000,0.000,0.101,0.244,0.000,0.521,0.000,0.000,0.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4269,28.460,60.000,0.474,1.000,0.558,0.616,0.265,0.152,0.526,0.000,0.000,0.000,0.346,0.094,0.270,0.459,0.171,0.830,0.986,0.288,0.000,0.000,0.000,0.170,0.000,0.000,0.099,0.282,0.000,0.525,0.000,0.000,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6549,43.660,51.300,0.728,0.855,0.533,0.509,0.388,0.109,0.272,0.145,0.000,0.000,0.442,0.115,0.572,0.651,0.245,0.810,0.907,0.538,0.000,0.000,0.000,0.190,0.000,0.000,0.160,0.623,0.000,0.405,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,bicameral-majority,Bicameral simple majority,9000,60.000,1709,11.393,60.000,0.190,1.000,0.626,0.673,0.119,0.270,0.810,0.000,0.000,0.000,0.000,0.545,0.062,0.259,0.200,0.833,0.575,0.356,0.000,0.000,0.000,0.167,0.000,0.000,0.069,0.070,0.000,0.604,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,1088,7.253,60.000,0.121,1.000,0.638,0.689,0.077,0.295,0.879,0.000,0.000,0.000,0.000,0.691,0.036,0.240,0.199,0.831,0.364,0.352,0.000,0.000,0.000,0.169,0.000,0.000,0.061,0.041,0.000,0.628,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,562,6
high-party-loyalty,High Party Loyalty,Party pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2273,15.153,60.000,0.253,1.000,0.596,0.639,0.151,0.243,0.747,0.000,0.000,0.000,0.000,0.460,0.094,0.293,0.215,0.828,0.666,0.404,0.000,0.000,0.000,0.172,0.000,0.000,0.086,0.112,0.000,0.559,0.000,0.000,0.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,2918,19.453,60.000,0.324,1.000,0.586,0.609,0.190,0.214,0.676,0.000,0.000,0.000,0.000,0.389,0.139,0.375,0.234,0.824,0.718,0.476,0.000,0.000,0.000,0.176,0.830,0.161,0.085,0.436,0.153,0.538,0.000,0.000,0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,782,5.213,60.000,0.087,1.000,0.667,0.713,0.058,0.372,0.913,0.000,0.000,0.000,0.000,0.755,0.017,0.139,0.206,0.824,0.276,0.364,0.000,0.000,0.000,0.176,0.000,0.000,0.049,0.027,0.000,0.667,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7547,50.313,60.000,0.839,1.000,0.530,0.488,0.445,0.106,0.161,0.000,0.000,0.000,0.455,0.031,0.677,0.671,0.257,0.797,1.000,0.600,0.000,0.000,0.000,0.203,0.000,0.000,0.169,0.751,0.000,0.387,0.000,0.000,0.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8026,53.507,60.000,0.892,1.000,0.517,0.485,0.461,0.134,0.108,0.000,0.000,0.000,0.466,0.018,0.504,0.518,0.260,0.812,0.997,0.624,0.000,0.000,0.000,0.188,0.835,0.165,0.134,0.964,0.151,0.400,0.000,0.000,0.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6919,46.127,60.000,0.769,1.000,0.533,0.499,0.410,0.113,0.231,0.000,0.000,0.000,0.441,0.081,0.596,0.644,0.245,0.799,0.999,0.550,0.000,0.000,0.000,0.201,0.000,0.000,0.146,0.284,0.000,0.401,0.000,0.000,0.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7555,50.367,60.000,0.839,1.000,0.531,0.482,0.446,0.106,0.161,0.000,0.000,0.000,0.455,0.030,0.675,0.669,0.258,0.798,0.999,0.619,0.000,0.000,0.000,0.202,0.000,0.000,0.125,0.931,0.143,0.405,0.000,0.000,0.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6900,46.000,53.820,0.767,0.897,0.535,0.500,0.410,0.112,0.233,0.103,0.000,0.000,0.440,0.033,0.594,0.645,0.244,0.801,0.997,0.549,0.000,0.000,0.000,0.199,0.000,0.000,0.124,0.932,0.152,0.420,0.000,0.000,0.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7558,50.387,60.000,0.840,1.000,0.530,0.488,0.445,0.105,0.160,0.000,0.000,0.000,0.452,0.030,0.678,0.672,0.260,0.798,0.996,0.607,0.099,0.636,2.216,0.202,0.000,0.000,0.169,0.758,0.000,0.386,0.000,0.000,0.678,0.000,0.000,0.000,0.000,0.000,4.153,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8037,53.580,60.000,0.893,1.000,0.516,0.485,0.461,0.134,0.107,0.000,0.000,0.000,0.464,0.014,0.507,0.520,0.261,0.812,0.994,0.626,0.099,0.636,2.367,0.188,0.838,0.165,0.133,0.956,0.151,0.399,0.000,0.000,0.507,0.000,0.000,0.000,0.000,0.000,4.395,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6795,45.300,57.493,0.755,0.958,0.536,0.509,0.404,0.112,0.245,0.042,0.000,0.000,0.442,0.036,0.605,0.666,0.178,0.806,0.968,0.442,0.000,0.000,0.000,0.194,0.000,0.000,0.154,0.572,0.000,0.402,0.000,0.000,0.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1902,12.680,12.753,0.211,0.213,0.586,0.660,0.124,0.251,0.789,0.551,0.236,0.000,0.201,0.513,0.068,0.242,0.203,0.858,0.628,0.365,0.000,0.000,0.000,0.142,0.000,0.000,0.081,0.090,0.000,0.558,0.000,0.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5188,34.587,60.000,0.576,1.000,0.525,0.512,0.303,0.135,0.424,0.000,0.000,0.500,0.378,0.249,0.378,0.530,0.244,0.812,0.853,0.554,0.000,0.000,0.000,0.188,0.000,0.000,0.158,0.491,0.000,0.407,0.000,0.000,0.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2235,14.900,15.007,0.248,0.250,0.580,0.676,0.144,0.262,0.752,0.750,0.000,0.000,0.217,0.462,0.076,0.236,0.163,0.826,0.844,0.272,0.000,0.000,0.000,0.174,0.000,0.000,0.072,0.070,0.000,0.563,0.000,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3833,25.553,55.933,0.426,0.932,0.560,0.601,0.239,0.177,0.574,0.067,0.001,0.000,0.256,0.189,0.213,0.398,0.196,0.807,0.902,0.368,0.000,0.000,0.000,0.193,0.000,0.000,0.101,0.223,0.000,0.515,0.000,0.000,0.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4130,27.533,60.000,0.459,1.000,0.552,0.613,0.253,0.154,0.541,0.000,0.000,0.000,0.362,0.101,0.262,0.457,0.172,0.823,0.981,0.291,0.000,0.000,0.000,0.177,0.000,0.000,0.099,0.271,0.000,0.522,0.000,0.000,0.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6430,42.867,51.160,0.714,0.853,0.532,0.499,0.380,0.110,0.286,0.147,0.000,0.000,0.450,0.133,0.562,0.653,0.248,0.800,0.893,0.560,0.000,0.000,0.000,0.200,0.000,0.000,0.162,0.601,0.000,0.398,0.000,0.000,0.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,bicameral-majority,Bicameral simple majority,9000,60.000,1519,10.127,60.000,0.169,1.000,0.622,0.671,0.105,0.289,0.831,0.000,0.000,0.000,0.000,0.599,0.050,0.225,0.205,0.827,0.511,0.374,0.000,0.000,0.000,0.173,0.000,0.000,0.072,0.066,0.000,0.599,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,927,6.180,60.000,0.103,1.000,0.634,0.688,0.065,0.314,0.897,0.000,0.000,0.000,0.000,0.734,0.028,0.200,0.206,0.824,0.314,0.364,0.000,0.000,0.000,0.176,0.000,0.000,0.064,0.043,0.000,0.625,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,514,4
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,1970,13.133,60.000,0.219,1.000,0.580,0.654,0.127,0.244,0.781,0.000,0.000,0.000,0.000,0.509,0.079,0.289,0.218,0.812,0.578,0.409,0.000,0.000,0.000,0.188,0.000,0.000,0.079,0.092,0.000,0.573,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",simple-majority-mediation,Unicameral majority + mediation,9000,60.000,2512,16.747,60.000,0.279,1.000,0.573,0.628,0.160,0.214,0.721,0.000,0.000,0.000,0.000,0.441,0.117,0.371,0.232,0.814,0.655,0.460,0.000,0.000,0.000,0.186,0.825,0.157,0.080,0.374,0.150,0.554,0.000,0.000,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,511,3.407,60.000,0.057,1.000,0.653,0.731,0.037,0.375,0.943,0.000,0.000,0.000,0.000,0.834,0.011,0.140,0.229,0.793,0.174,0.396,0.000,0.000,0.000,0.207,0.000,0.000,0.048,0.021,0.000,0.680,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7433,49.553,60.000,0.826,1.000,0.520,0.497,0.429,0.104,0.174,0.000,0.000,0.000,0.484,0.032,0.659,0.666,0.258,0.801,0.996,0.597,0.000,0.000,0.000,0.199,0.000,0.000,0.165,0.731,0.000,0.394,0.000,0.000,0.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
